O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
11-2021.00,Marketing Managers,Adobe Systems Adobe Reader,43232202,Document management software,N
11-2021.00,Marketing Managers,AdSense Tracker,43232306,Data base user interface and query software,N
11-2021.00,Marketing Managers,AEC Software FastTrack,43232306,Data base user interface and query software,N
11-2021.00,Marketing Managers,Amazon Redshift,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Amazon Web Services AWS software,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Apache Cassandra,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Apache Hadoop,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Apache Hive,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Apache Pig,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Apache Solr,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Apple Final Cut Pro,43232103,Video creation and editing software,N
11-2021.00,Marketing Managers,Apple macOS,43233004,Operating system software,Y
11-2021.00,Marketing Managers,Armand Morin MultiTrack Generator,43232313,Transaction server software,N
11-2021.00,Marketing Managers,Atlassian JIRA,43232201,Content workflow software,Y
11-2021.00,Marketing Managers,Blackbaud The Raiser's Edge,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,C,43232402,Development environment software,N
11-2021.00,Marketing Managers,Cascading Style Sheets CSS,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Citrix,43232901,Access software,Y
11-2021.00,Marketing Managers,ClearEDGE,43232306,Data base user interface and query software,N
11-2021.00,Marketing Managers,Confluence,43231507,Project management software,Y
11-2021.00,Marketing Managers,Constant Contact,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,Data entry software,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Database reporting software,43232305,Data base reporting software,N
11-2021.00,Marketing Managers,Databox,43232306,Data base user interface and query software,N
11-2021.00,Marketing Managers,Delphi Technology,43231604,Financial analysis software,N
11-2021.00,Marketing Managers,Drupal,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Dynamic hypertext markup language DHTML,43232408,Web platform development software,N
11-2021.00,Marketing Managers,Elasticsearch,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Extensible HyperText Markup Language XHTML,43232408,Web platform development software,N
11-2021.00,Marketing Managers,Extensible markup language XML,43232403,Enterprise application integration software,Y
11-2021.00,Marketing Managers,Facebook,43232107,Web page creation and editing software,Y
11-2021.00,Marketing Managers,FileMaker Pro,43232306,Data base user interface and query software,N
11-2021.00,Marketing Managers,Fund accounting software,43231601,Accounting software,N
11-2021.00,Marketing Managers,GitHub,43232701,Application server software,Y
11-2021.00,Marketing Managers,Google AdWords,43231514,Sales and marketing software,Y
11-2021.00,Marketing Managers,Google Analytics,43232307,Data mining software,Y
11-2021.00,Marketing Managers,Google Docs,43232104,Word processing software,Y
11-2021.00,Marketing Managers,Google Drive,43231513,Office suite software,Y
11-2021.00,Marketing Managers,Hypertext markup language HTML,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,IBM Cognos Impromptu,43232314,Business intelligence and data analysis software,Y
11-2021.00,Marketing Managers,IBM Domino,43232902,Communications server software,N
11-2021.00,Marketing Managers,IBM InfoSphere DataStage,43232403,Enterprise application integration software,N
11-2021.00,Marketing Managers,IBM Notes,43233501,Electronic mail software,Y
11-2021.00,Marketing Managers,IBM Power Systems software,43233701,Enterprise system management software,N
11-2021.00,Marketing Managers,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
11-2021.00,Marketing Managers,Intuit QuickBooks,43231601,Accounting software,Y
11-2021.00,Marketing Managers,JavaScript,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Jupyter Notebook,43232405,Object or component oriented development software,N
11-2021.00,Marketing Managers,LAMP Stack,43232408,Web platform development software,N
11-2021.00,Marketing Managers,LexisNexis,43232309,Information retrieval or search software,N
11-2021.00,Marketing Managers,LinkedIn,43232107,Web page creation and editing software,Y
11-2021.00,Marketing Managers,Lyris HQ Web-Analytics Solution,43232605,Analytical or scientific software,N
11-2021.00,Marketing Managers,Marketo Marketing Automation,43231514,Sales and marketing software,Y
11-2021.00,Marketing Managers,MarketSharp,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,McAfee,43233205,Transaction security and virus protection software,N
11-2021.00,Marketing Managers,Microsoft Access,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Microsoft Azure,43232402,Development environment software,Y
11-2021.00,Marketing Managers,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,Microsoft Excel,43232110,Spreadsheet software,Y
11-2021.00,Marketing Managers,Microsoft Office,43231513,Office suite software,Y
11-2021.00,Marketing Managers,Microsoft Outlook,43233501,Electronic mail software,Y
11-2021.00,Marketing Managers,Microsoft PowerPoint,43232106,Presentation software,Y
11-2021.00,Marketing Managers,Microsoft Project,43231507,Project management software,Y
11-2021.00,Marketing Managers,Microsoft Publisher,43232112,Desktop publishing software,N
11-2021.00,Marketing Managers,Microsoft SharePoint,43231507,Project management software,Y
11-2021.00,Marketing Managers,Microsoft SQL Server,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Microsoft Visio,43232102,Graphics or photo imaging software,Y
11-2021.00,Marketing Managers,Microsoft Visual Basic,43232402,Development environment software,Y
11-2021.00,Marketing Managers,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y
11-2021.00,Marketing Managers,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,Y
11-2021.00,Marketing Managers,Microsoft Word,43232104,Word processing software,Y
11-2021.00,Marketing Managers,MicroStrategy,43232314,Business intelligence and data analysis software,Y
11-2021.00,Marketing Managers,Minitab,43232605,Analytical or scientific software,Y
11-2021.00,Marketing Managers,MySQL,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Nedstat Sitestat,43232605,Analytical or scientific software,N
11-2021.00,Marketing Managers,NetSuite ERP,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,NoSQL,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Online advertising reporting software,43232605,Analytical or scientific software,N
11-2021.00,Marketing Managers,Oracle Beehive,43231511,Expert system software,N
11-2021.00,Marketing Managers,Oracle Business Intelligence Enterprise Edition,43232314,Business intelligence and data analysis software,Y
11-2021.00,Marketing Managers,Oracle E-Business Suite Financials,43231604,Financial analysis software,N
11-2021.00,Marketing Managers,Oracle Eloqua,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,Oracle Fusion Applications,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,Oracle Hyperion,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,Oracle JavaServer Pages JSP,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,Oracle PeopleSoft Financials,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,Oracle PL/SQL,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,Oracle Siebel Server Sync,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,Oracle software,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,PHP: Hypertext Preprocessor,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Python,43232405,Object or component oriented development software,Y
11-2021.00,Marketing Managers,QAD Marketing Automation,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,Qlik Tech QlikView,43232314,Business intelligence and data analysis software,Y
11-2021.00,Marketing Managers,R,43232405,Object or component oriented development software,Y
11-2021.00,Marketing Managers,Ruby,43232402,Development environment software,Y
11-2021.00,Marketing Managers,Ruby on Rails,43232408,Web platform development software,Y
11-2021.00,Marketing Managers,Sage SalesLogix,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,Salesforce software,43232303,Customer relationship management CRM software,Y
11-2021.00,Marketing Managers,Salesforce.com Salesforce CRM,43232303,Customer relationship management CRM software,N
11-2021.00,Marketing Managers,SAP,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,SAP Business Objects,43231602,Enterprise resource planning ERP software,Y
11-2021.00,Marketing Managers,SAS,43232605,Analytical or scientific software,Y
11-2021.00,Marketing Managers,SmugMug Flickr,43232102,Graphics or photo imaging software,Y
11-2021.00,Marketing Managers,Social media sites,43232107,Web page creation and editing software,Y
11-2021.00,Marketing Managers,Splunk Enterprise,43233701,Enterprise system management software,Y
11-2021.00,Marketing Managers,StataCorp Stata,43232605,Analytical or scientific software,N
11-2021.00,Marketing Managers,Structured query language SQL,43232306,Data base user interface and query software,Y
11-2021.00,Marketing Managers,Swift,43232405,Object or component oriented development software,Y
11-2021.00,Marketing Managers,Symantec,43233205,Transaction security and virus protection software,Y
11-2021.00,Marketing Managers,Tableau,43232314,Business intelligence and data analysis software,Y
11-2021.00,Marketing Managers,Tax software,43231601,Accounting software,N
11-2021.00,Marketing Managers,Teradata Database,43232304,Data base management system software,Y
11-2021.00,Marketing Managers,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
11-2021.00,Marketing Managers,Web browser software,43232705,Internet browser software,N
